file_name,relative_path,file_size_human,width,height,subject,best_page_section,alt_text,image_stage,service_category,needs_human_review,notes
IMG_1105.jpg,images/IMG_1105.jpg,470.7 KB,1536,2048,,,,needs-review,,True,
IMG_1163.jpg,images/IMG_1163.jpg,958.4 KB,1536,2730,,,,needs-review,,True,
IMG_1164.jpg,images/IMG_1164.jpg,1.1 MB,1536,2730,,,,needs-review,,True,
IMG_1165.jpg,images/IMG_1165.jpg,929.3 KB,1536,2730,,,,needs-review,,True,
IMG_1167.jpg,images/IMG_1167.jpg,919.7 KB,1536,2730,,,,needs-review,,True,
IMG_1301.jpg,images/IMG_1301.jpg,2.0 MB,1536,2730,,,,needs-review,,True,
IMG_1348.jpg,images/IMG_1348.jpg,1.2 MB,1330,2364,,,,needs-review,,True,
IMG_1353.jpg,images/IMG_1353.jpg,1.0 MB,1330,2364,,,,needs-review,,True,
IMG_1365.jpg,images/IMG_1365.jpg,845.9 KB,1330,2364,,,,needs-review,,True,
IMG_1367.jpg,images/IMG_1367.jpg,1.4 MB,1536,2730,,,,needs-review,,True,
IMG_1368.jpg,images/IMG_1368.jpg,921.9 KB,1536,2730,,,,needs-review,,True,
IMG_1369.jpg,images/IMG_1369.jpg,710.9 KB,2048,1536,,,,needs-review,,True,
IMG_1370.jpg,images/IMG_1370.jpg,816.9 KB,2048,1536,,,,needs-review,,True,
IMG_1371.jpg,images/IMG_1371.jpg,820.0 KB,1536,2048,,,,needs-review,,True,
IMG_1372.jpg,images/IMG_1372.jpg,863.8 KB,1536,2048,,,,needs-review,,True,
IMG_1373.jpg,images/IMG_1373.jpg,908.6 KB,1536,2730,,,,needs-review,,True,
IMG_1374.jpg,images/IMG_1374.jpg,984.3 KB,2730,1536,,,,needs-review,,True,
IMG_1375.jpg,images/IMG_1375.jpg,1.7 MB,1536,2730,,,,needs-review,,True,
IMG_1376.jpg,images/IMG_1376.jpg,896.1 KB,1330,2364,,,,needs-review,,True,
IMG_1483 (1).jpg,images/IMG_1483 (1).jpg,1.2 MB,1536,2730,,,,needs-review,,True,
IMG_1483.jpg,images/IMG_1483.jpg,967.2 KB,1330,2364,,,,needs-review,,True,
IMG_1484.jpg,images/IMG_1484.jpg,785.2 KB,2364,1330,,,,needs-review,,True,
IMG_1514.jpg,images/IMG_1514.jpg,851.4 KB,1330,2364,,,,needs-review,,True,
IMG_1525.jpg,images/IMG_1525.jpg,835.1 KB,1330,2364,,,,needs-review,,True,
IMG_1527.jpg,images/IMG_1527.jpg,791.0 KB,1330,2364,,,,needs-review,,True,
IMG_1581.jpg,images/IMG_1581.jpg,606.2 KB,1536,2048,,,,needs-review,,True,
IMG_1585.jpg,images/IMG_1585.jpg,517.5 KB,2048,1536,,,,needs-review,,True,
IMG_1600.jpg,images/IMG_1600.jpg,1.1 MB,2364,1330,,,,needs-review,,True,
IMG_1639.jpg,images/IMG_1639.jpg,1.2 MB,2364,1330,,,,needs-review,,True,
IMG_1648.jpg,images/IMG_1648.jpg,774.6 KB,1536,2048,,,,needs-review,,True,
IMG_1654.jpg,images/IMG_1654.jpg,715.4 KB,1536,2048,,,,needs-review,,True,
IMG_1655.jpg,images/IMG_1655.jpg,693.1 KB,1536,2048,,,,needs-review,,True,
IMG_1659.jpg,images/IMG_1659.jpg,562.7 KB,1536,2048,,,,needs-review,,True,
IMG_1892.jpg,images/IMG_1892.jpg,934.3 KB,2364,1330,,,,needs-review,,True,
IMG_1949.jpg,images/IMG_1949.jpg,1.7 MB,1330,2364,,,,needs-review,,True,
IMG_1954 (1).jpg,images/IMG_1954 (1).jpg,850.4 KB,1536,2048,,,,needs-review,,True,
IMG_1954.jpg,images/IMG_1954.jpg,1.6 MB,2364,1330,,,,needs-review,,True,
IMG_1955.jpg,images/IMG_1955.jpg,895.8 KB,1536,2048,,,,needs-review,,True,
IMG_1956.jpg,images/IMG_1956.jpg,852.4 KB,1536,2048,,,,needs-review,,True,
IMG_1971.jpg,images/IMG_1971.jpg,920.7 KB,2048,1536,,,,needs-review,,True,
IMG_1972.jpg,images/IMG_1972.jpg,794.6 KB,2048,1536,,,,needs-review,,True,
IMG_1973.jpg,images/IMG_1973.jpg,699.5 KB,2364,1330,,,,needs-review,,True,
IMG_2018.jpg,images/IMG_2018.jpg,852.3 KB,2048,1365,,,,needs-review,,True,
IMG_2192.jpg,images/IMG_2192.jpg,480.7 KB,1330,2364,,,,needs-review,,True,
IMG_2222.jpg,images/IMG_2222.jpg,871.3 KB,1536,2048,,,,needs-review,,True,
IMG_2252.jpg,images/IMG_2252.jpg,563.9 KB,2364,1330,,,,needs-review,,True,
IMG_2370.jpg,images/IMG_2370.jpg,850.2 KB,1536,2048,,,,needs-review,,True,
IMG_2451.jpg,images/IMG_2451.jpg,851.1 KB,2364,1330,,,,needs-review,,True,
IMG_2458.jpg,images/IMG_2458.jpg,1003.0 KB,1536,2048,,,,needs-review,,True,
IMG_2508.jpg,images/IMG_2508.jpg,137.7 KB,733,948,,,,needs-review,,True,
IMG_2561.jpg,images/IMG_2561.jpg,987.6 KB,1536,2048,,,,needs-review,,True,
IMG_2562 (1).jpg,images/IMG_2562 (1).jpg,955.3 KB,1536,2048,,,,needs-review,,True,
IMG_2562.jpg,images/IMG_2562.jpg,955.3 KB,1536,2048,,,,needs-review,,True,
IMG_2672.jpg,images/IMG_2672.jpg,829.3 KB,1536,2048,,,,needs-review,,True,
IMG_2691.jpg,images/IMG_2691.jpg,18.8 KB,259,194,,,,needs-review,,True,
IMG_2751.jpg,images/IMG_2751.jpg,728.1 KB,1330,2364,,,,needs-review,,True,
IMG_2830.jpg,images/IMG_2830.jpg,1.2 MB,1330,2364,,,,needs-review,,True,
IMG_2859 (1).jpg,images/IMG_2859 (1).jpg,1.4 MB,1536,2730,,,,needs-review,,True,
IMG_2859.jpg,images/IMG_2859.jpg,1.1 MB,1330,2364,,,,needs-review,,True,
IMG_2860.jpg,images/IMG_2860.jpg,796.4 KB,1330,2364,,,,needs-review,,True,
IMG_2861.jpg,images/IMG_2861.jpg,792.1 KB,1536,2048,,,,needs-review,,True,
IMG_2862.jpg,images/IMG_2862.jpg,784.7 KB,1330,2364,,,,needs-review,,True,
IMG_2863 (1).jpg,images/IMG_2863 (1).jpg,781.0 KB,1536,2048,,,,needs-review,,True,
IMG_2863.jpg,images/IMG_2863.jpg,781.0 KB,1536,2048,,,,needs-review,,True,
IMG_2879.jpg,images/IMG_2879.jpg,877.9 KB,1330,2364,,,,needs-review,,True,
IMG_2925.jpg,images/IMG_2925.jpg,561.2 KB,1330,2364,,,,needs-review,,True,
IMG_3304.jpg,images/IMG_3304.jpg,696.4 KB,2364,1330,,,,needs-review,,True,
IMG_3305.jpg,images/IMG_3305.jpg,703.5 KB,1330,2364,,,,needs-review,,True,
IMG_3536.jpeg,images/IMG_3536.jpeg,1.2 MB,1536,2048,,,,needs-review,,True,
IMG_3537.jpeg,images/IMG_3537.jpeg,654.1 KB,2048,1536,,,,needs-review,,True,
IMG_3558.jpeg,images/IMG_3558.jpeg,1.2 MB,1536,2048,,,,needs-review,,True,
IMG_3559.jpeg,images/IMG_3559.jpeg,613.3 KB,2048,1152,,,,needs-review,,True,
IMG_3884.jpg,images/IMG_3884.jpg,817.7 KB,1536,2730,,,,needs-review,,True,
IMG_3885 (1).jpg,images/IMG_3885 (1).jpg,691.7 KB,1536,2048,,,,needs-review,,True,
IMG_3885.jpg,images/IMG_3885.jpg,691.7 KB,1536,2048,,,,needs-review,,True,
IMG_4399.jpg,images/IMG_4399.jpg,1.3 MB,2730,1536,,,,needs-review,,True,
IMG_4402.jpg,images/IMG_4402.jpg,1.1 MB,2730,1536,,,,needs-review,,True,
IMG_4677.jpg,images/IMG_4677.jpg,556.6 KB,1536,2048,,,,needs-review,,True,
IMG_4678.jpg,images/IMG_4678.jpg,530.5 KB,1536,2048,,,,needs-review,,True,
IMG_5113.jpg,images/IMG_5113.jpg,962.4 KB,1536,2730,,,,needs-review,,True,
IMG_5114.jpg,images/IMG_5114.jpg,915.2 KB,1536,2730,,,,needs-review,,True,
IMG_5115.jpg,images/IMG_5115.jpg,954.8 KB,1536,2730,,,,needs-review,,True,
IMG_5116.jpg,images/IMG_5116.jpg,829.3 KB,1536,2730,,,,needs-review,,True,
IMG_5117.jpg,images/IMG_5117.jpg,679.2 KB,1536,2048,,,,needs-review,,True,
IMG_5118.jpg,images/IMG_5118.jpg,626.7 KB,1536,2048,,,,needs-review,,True,
IMG_5119 (1).jpg,images/IMG_5119 (1).jpg,858.0 KB,1536,2048,,,,needs-review,,True,
IMG_5119.jpg,images/IMG_5119.jpg,858.0 KB,1536,2048,,,,needs-review,,True,
IMG_5120.jpg,images/IMG_5120.jpg,805.1 KB,1536,2048,,,,needs-review,,True,
IMG_5125 (1).jpg,images/IMG_5125 (1).jpg,705.5 KB,2048,1536,,,,needs-review,,True,
IMG_5125.jpg,images/IMG_5125.jpg,705.5 KB,2048,1536,,,,needs-review,,True,
IMG_5126.jpg,images/IMG_5126.jpg,683.2 KB,2048,1536,,,,needs-review,,True,
IMG_5418.jpg,images/IMG_5418.jpg,1.2 MB,1536,2730,,,,needs-review,,True,
IMG_5419.jpg,images/IMG_5419.jpg,980.5 KB,1536,2730,,,,needs-review,,True,
IMG_5477.jpg,images/IMG_5477.jpg,1.5 MB,2730,1536,,,,needs-review,,True,
IMG_5478.jpg,images/IMG_5478.jpg,1.3 MB,2730,1536,,,,needs-review,,True,
IMG_5480.jpg,images/IMG_5480.jpg,978.3 KB,2730,1536,,,,needs-review,,True,
IMG_5486.jpg,images/IMG_5486.jpg,1.3 MB,1536,2730,,,,needs-review,,True,
IMG_5487.jpg,images/IMG_5487.jpg,1.0 MB,1536,2730,,,,needs-review,,True,
IMG_5696.jpg,images/IMG_5696.jpg,1.1 MB,2048,1536,,,,needs-review,,True,
IMG_5697.jpg,images/IMG_5697.jpg,1002.8 KB,2048,1536,,,,needs-review,,True,
IMG_6087.jpg,images/IMG_6087.jpg,953.1 KB,1536,2730,,,,needs-review,,True,
IMG_6088 (1).jpg,images/IMG_6088 (1).jpg,705.0 KB,1536,2730,,,,needs-review,,True,
IMG_6088.jpg,images/IMG_6088.jpg,705.0 KB,1536,2730,,,,needs-review,,True,
IMG_6471.jpg,images/IMG_6471.jpg,448.0 KB,1536,2048,,,,needs-review,,True,
IMG_6473 (1).jpg,images/IMG_6473 (1).jpg,447.8 KB,1536,2048,,,,needs-review,,True,
IMG_6473.jpg,images/IMG_6473.jpg,447.8 KB,1536,2048,,,,needs-review,,True,
IMG_6476.jpg,images/IMG_6476.jpg,638.8 KB,2048,1536,,,,needs-review,,True,
IMG_6502.jpg,images/IMG_6502.jpg,360.3 KB,2048,1152,,,,needs-review,,True,
IMG_6542.jpg,images/IMG_6542.jpg,212.2 KB,1164,2332,,,,needs-review,,True,
IMG_6570.jpg,images/IMG_6570.jpg,790.0 KB,2048,1536,,,,needs-review,,True,
IMG_6571.jpg,images/IMG_6571.jpg,799.3 KB,2048,1536,,,,needs-review,,True,
IMG_6574.jpg,images/IMG_6574.jpg,1.0 MB,2048,1536,,,,needs-review,,True,
IMG_6575.jpg,images/IMG_6575.jpg,1.3 MB,2048,1536,,,,needs-review,,True,
IMG_6576.jpg,images/IMG_6576.jpg,1.3 MB,2048,1536,,,,needs-review,,True,
IMG_6577.jpg,images/IMG_6577.jpg,1.2 MB,2048,1536,,,,needs-review,,True,
IMG_6971.jpg,images/IMG_6971.jpg,906.1 KB,1536,2049,,,,needs-review,,True,
IMG_6973.jpg,images/IMG_6973.jpg,982.1 KB,1537,2049,,,,needs-review,,True,
IMG_7004.jpg,images/IMG_7004.jpg,505.7 KB,2208,1170,,,,needs-review,,True,
IMG_7319.jpg,images/IMG_7319.jpg,1.6 MB,2436,1536,,,,needs-review,,True,
IMG_7424.jpg,images/IMG_7424.jpg,2.1 MB,2730,1536,,,,needs-review,,True,
IMG_7425.jpg,images/IMG_7425.jpg,1.9 MB,2730,1536,,,,needs-review,,True,
IMG_7428.jpg,images/IMG_7428.jpg,1.1 MB,1536,2048,,,,needs-review,,True,
IMG_7429.jpg,images/IMG_7429.jpg,1.2 MB,2048,1536,,,,needs-review,,True,
IMG_9463.jpg,images/IMG_9463.jpg,1.0 MB,1536,2048,,,,needs-review,,True,
IMG_9464.jpg,images/IMG_9464.jpg,891.8 KB,1536,2048,,,,needs-review,,True,
IMG_9466.jpg,images/IMG_9466.jpg,825.7 KB,1536,2048,,,,needs-review,,True,
IMG_9471.jpg,images/IMG_9471.jpg,539.2 KB,1170,2208,,,,needs-review,,True,
IMG_9472.jpg,images/IMG_9472.jpg,940.3 KB,2048,1536,,,,needs-review,,True,
IMG_9474.jpg,images/IMG_9474.jpg,697.1 KB,1536,2048,,,,needs-review,,True,
IMG_9502.jpg,images/IMG_9502.jpg,1.1 MB,1536,2048,,,,needs-review,,True,
IMG_9503.jpg,images/IMG_9503.jpg,1.1 MB,1536,2048,,,,needs-review,,True,
IMG_9504.jpg,images/IMG_9504.jpg,1.2 MB,1536,2048,,,,needs-review,,True,
IMG_9515.jpg,images/IMG_9515.jpg,2.2 MB,4538,1536,,,,needs-review,,True,
IMG_9668.jpg,images/IMG_9668.jpg,1.1 MB,1536,2048,,,,needs-review,,True,
IMG_9669.jpg,images/IMG_9669.jpg,1.2 MB,2048,1536,,,,needs-review,,True,
IMG_9670.jpg,images/IMG_9670.jpg,755.8 KB,1536,2048,,,,needs-review,,True,
IMG_9671.jpg,images/IMG_9671.jpg,739.3 KB,2048,1536,,,,needs-review,,True,
IMG_9672.jpg,images/IMG_9672.jpg,1.1 MB,2048,1536,,,,needs-review,,True,
IMG_9687.jpg,images/IMG_9687.jpg,1.2 MB,1536,2730,,,,needs-review,,True,
IMG_9688.jpg,images/IMG_9688.jpg,618.1 KB,1536,2048,,,,needs-review,,True,
IMG_9691.jpg,images/IMG_9691.jpg,555.1 KB,1536,2048,,,,needs-review,,True,
IMG_9887.jpg,images/IMG_9887.jpg,809.0 KB,2364,1330,,,,needs-review,,True,
IMG_9888.jpg,images/IMG_9888.jpg,1004.1 KB,2730,1536,,,,needs-review,,True,
IMG_9897 (1).jpg,images/IMG_9897 (1).jpg,655.0 KB,1536,2048,,,,needs-review,,True,
IMG_9897.jpg,images/IMG_9897.jpg,655.0 KB,1536,2048,,,,needs-review,,True,
IMG_9898.jpg,images/IMG_9898.jpg,1008.8 KB,1536,2048,,,,needs-review,,True,
IMG_9902.jpg,images/IMG_9902.jpg,1.3 MB,1536,2730,,,,needs-review,,True,
IMG_9910.jpg,images/IMG_9910.jpg,928.9 KB,2730,1536,,,,needs-review,,True,
IMG_9911.jpg,images/IMG_9911.jpg,1.0 MB,2730,1536,,,,needs-review,,True,
IMG_9915 (1).jpg,images/IMG_9915 (1).jpg,802.4 KB,2365,1330,,,,needs-review,,True,
IMG_9915.jpg,images/IMG_9915.jpg,1.0 MB,2730,1536,,,,needs-review,,True,
IMG_9929.jpg,images/IMG_9929.jpg,1.6 MB,1536,2048,,,,needs-review,,True,
IMG_9930.jpg,images/IMG_9930.jpg,1.3 MB,2048,1536,,,,needs-review,,True,
IMG_9931.jpg,images/IMG_9931.jpg,1.0 MB,2048,1536,,,,needs-review,,True,
IMG_9962.jpg,images/IMG_9962.jpg,823.6 KB,2048,1536,,,,needs-review,,True,
IMG_9963.jpg,images/IMG_9963.jpg,710.8 KB,2048,1536,,,,needs-review,,True,
